Map,triangle
AR0045SR,70
AR0045SR,39
AR0045SR,60
AR0045SR,57
AR0045SR,59
AR0045SR,92
AR0045SR,66
AR0045SR,53
AR0045SR,64
AR0045SR,77
AR0045SR,58
AR0045SR,51
AR0045SR,68
AR0045SR,75
AR0045SR,73
AR0045SR,72
AR0045SR,19
AR0045SR,23
AR0045SR,9
AR0045SR,7
AR0045SR,49
AR0045SR,47
AR0045SR,49
AR0045SR,49
AR0045SR,59
AR0045SR,5
AR0045SR,11
AR0045SR,16
AR0045SR,11
AR0045SR,63
AR0045SR,53
AR0045SR,75
AR0045SR,73
AR0045SR,90
AR0045SR,54
AR0045SR,66
AR0045SR,65
AR0045SR,75
AR0045SR,86
AR0045SR,75
AR0045SR,69
AR0045SR,71
AR0045SR,83
AR0045SR,67
AR0045SR,42
AR0045SR,57
AR0045SR,85
AR0045SR,81
AR0045SR,71
AR0045SR,71
AR0045SR,20
AR0045SR,9
AR0045SR,6
AR0045SR,58
AR0045SR,50
AR0045SR,12
AR0045SR,73
AR0045SR,72
AR0045SR,106
AR0045SR,40
AR0045SR,125
AR0045SR,48
AR0045SR,52
AR0045SR,41
AR0045SR,104
AR0045SR,44
AR0045SR,28
AR0045SR,26
AR0045SR,28
AR0045SR,11
AR0045SR,17
AR0045SR,102
AR0045SR,67
AR0045SR,34
AR0045SR,87
AR0045SR,81
AR0045SR,49
AR0045SR,61
AR0045SR,85
AR0045SR,77
AR0046SR,28
AR0046SR,33
AR0046SR,31
AR0046SR,53
AR0046SR,7
AR0046SR,19
AR0046SR,22
AR0046SR,25
AR0046SR,17
AR0046SR,25
AR0046SR,15
AR0046SR,25
AR0046SR,18
AR0046SR,27
AR0046SR,53
AR0046SR,41
AR0046SR,51
AR0046SR,63
AR0046SR,79
AR0046SR,64
AR0046SR,79
AR0046SR,29
AR0046SR,88
AR0046SR,39
AR0046SR,34
AR0046SR,41
AR0046SR,76
AR0046SR,84
AR0046SR,71
AR0046SR,83
AR0046SR,27
AR0046SR,38
AR0046SR,46
AR0046SR,4
AR0046SR,25
AR0046SR,53
AR0046SR,68
AR0046SR,61
AR0046SR,52
AR0046SR,50
AR0046SR,43
AR0046SR,60
AR0046SR,46
AR0046SR,45
AR0046SR,31
AR0046SR,47
AR0046SR,81
AR0046SR,56
AR0046SR,68
AR0046SR,61
AR0046SR,62
AR0046SR,33
AR0046SR,15
AR0046SR,11
AR0046SR,39
AR0046SR,39
AR0046SR,24
AR0046SR,24
AR0046SR,19
AR0046SR,26
AR0046SR,86
AR0046SR,6
AR0046SR,54
AR0046SR,92
AR0046SR,36
AR0046SR,32
AR0046SR,87
AR0046SR,10
AR0046SR,38
AR0046SR,38
AR0046SR,48
AR0046SR,42
AR0046SR,57
AR0046SR,87
AR0046SR,48
AR0046SR,27
AR0046SR,34
AR0046SR,32
AR0046SR,12
AR0046SR,82
AR0046SR,26
AR0046SR,90
AR0046SR,39
AR0046SR,7
AR0046SR,22
AR0046SR,17
AR0046SR,6
AR0046SR,4
AR0046SR,42
AR0046SR,43
AR0046SR,41
AR0046SR,99
AR0046SR,14
AR0046SR,29
AR0046SR,12
AR0046SR,52
AR0046SR,23
AR0046SR,24
AR0046SR,21
AR0046SR,25
AR0046SR,22
AR0046SR,21
AR0046SR,18
AR0046SR,26
AR0046SR,21
AR0046SR,17
AR0046SR,6
AR0046SR,38
AR0046SR,10
AR0046SR,11
AR0046SR,8
AR0046SR,11
AR0046SR,9
AR0046SR,59
AR0046SR,55
AR0046SR,39
AR0046SR,27
AR0046SR,30
AR0046SR,29
AR0046SR,27
AR0046SR,5
AR0046SR,30
AR0046SR,31
AR0046SR,26
AR0046SR,10
AR0046SR,45
AR0046SR,72
AR0046SR,67
AR0046SR,82
AR0046SR,69
AR0046SR,42
AR0046SR,7
AR0046SR,29
AR0046SR,20
AR0046SR,75
AR0046SR,40
AR0046SR,66
AR0046SR,66
AR0046SR,66
AR0046SR,23
AR0046SR,25
AR0046SR,53
AR0046SR,39
AR0046SR,33
AR0046SR,26
AR0046SR,35
AR0046SR,29
AR0046SR,41
AR0046SR,14
AR0046SR,12
AR0046SR,6
AR0046SR,10
AR0046SR,16
AR0046SR,18
AR0046SR,20
AR0046SR,23
AR0046SR,27
AR0070SR,78
AR0070SR,67
AR0070SR,84
AR0070SR,74
AR0070SR,88
AR0070SR,76
AR0070SR,67
AR0070SR,76
AR0070SR,65
AR0070SR,85
AR0070SR,82
AR0070SR,97
AR0070SR,85
AR0070SR,88
AR0070SR,97
AR0070SR,19
AR0070SR,47
AR0070SR,67
AR0070SR,80
AR0070SR,64
AR0070SR,107
AR0070SR,60
AR0070SR,54
AR0070SR,57
AR0070SR,73
AR0070SR,82
AR0070SR,74
AR0070SR,66
AR0070SR,58
AR0070SR,60
AR0070SR,86
AR0070SR,85
AR0070SR,91
AR0070SR,64
AR0070SR,81
AR0070SR,85
AR0070SR,84
AR0070SR,59
AR0070SR,69
AR0070SR,59
AR0070SR,60
AR0070SR,55
AR0070SR,97
AR0070SR,56
AR0070SR,36
AR0070SR,72
AR0070SR,83
AR0070SR,66
AR0070SR,61
AR0070SR,42
AR0070SR,42
AR0070SR,38
AR0070SR,42
AR0070SR,55
AR0070SR,38
AR0070SR,46
AR0070SR,44
AR0070SR,42
AR0070SR,54
AR0070SR,69
AR0070SR,46
AR0070SR,46
AR0070SR,18
AR0070SR,36
AR0070SR,57
AR0070SR,13
AR0070SR,14
AR0070SR,18
AR0070SR,21
AR0070SR,27
AR0070SR,28
AR0070SR,28
AR0070SR,15
AR0070SR,77
AR0070SR,58
AR0070SR,28
AR0070SR,28
AR0070SR,9
AR0070SR,14
AR0070SR,42
AR0070SR,25
AR0070SR,28
AR0070SR,23
AR0070SR,23
AR0070SR,30
AR0070SR,9
AR0070SR,27
AR0070SR,19
AR0070SR,14
AR0070SR,19
AR0070SR,15
AR0070SR,17
AR0070SR,13
AR0070SR,16
AR0070SR,15
AR0070SR,17
AR0070SR,15
AR0070SR,21
AR0070SR,19
AR0070SR,21
AR0070SR,80
AR0070SR,103
AR0070SR,88
AR0070SR,52
AR0070SR,88
AR0070SR,93
AR0070SR,30
AR0070SR,37
AR0070SR,16
AR0070SR,13
AR0070SR,14
AR0070SR,15
AR0070SR,18
AR0070SR,15
AR0070SR,21
AR0070SR,22
AR0070SR,18
AR0070SR,15
AR0070SR,24
AR0070SR,20
AR0070SR,43
AR0070SR,57
AR0070SR,41
AR0070SR,53
AR0070SR,41
AR0070SR,35
AR0070SR,39
AR0070SR,31
AR0070SR,49
AR0070SR,31
AR0070SR,17
AR0070SR,17
AR0070SR,32
AR0070SR,47
AR0070SR,25
AR0070SR,9
AR0070SR,7
AR0070SR,19
AR0070SR,21
AR0070SR,32
AR0070SR,21
AR0070SR,23
AR0070SR,34
AR0070SR,19
AR0070SR,28
AR0070SR,28
AR0070SR,35
AR0070SR,27
AR0070SR,29
AR0070SR,29
AR0070SR,28
AR0070SR,23
AR0070SR,41
AR0070SR,28
AR0070SR,44
AR0070SR,48
AR0070SR,36
AR0070SR,35
AR0070SR,43
AR0070SR,29
AR0070SR,32
AR0070SR,35
AR0070SR,33
AR0070SR,28
AR0070SR,43
AR0070SR,45
AR0070SR,41
AR0070SR,34
AR0070SR,39
AR0070SR,59
AR0070SR,76
AR0070SR,69
AR0070SR,71
AR0070SR,64
AR0070SR,73
AR0070SR,88
AR0070SR,31
AR0070SR,69
AR0070SR,63
AR0070SR,62
AR0070SR,56
AR0070SR,55
AR0070SR,63
AR0070SR,53
AR0070SR,18
AR0070SR,18
AR0070SR,16
AR0070SR,20
AR0070SR,24
AR0070SR,20
AR0070SR,16
AR0070SR,18
AR0070SR,19
AR0070SR,15
AR0070SR,14
AR0070SR,15
AR0070SR,20
AR0070SR,44
AR0070SR,57
AR0070SR,33
AR0070SR,36
AR0070SR,93
AR0070SR,20
AR0070SR,19
AR0070SR,26
AR0070SR,24
AR0070SR,24
AR0070SR,28
AR0070SR,72
AR0070SR,64
AR0070SR,73
AR0070SR,58
AR0070SR,32
AR0070SR,91
AR0070SR,66
AR0070SR,89
AR0070SR,79
AR0070SR,80
AR0070SR,79
AR0070SR,23
AR0070SR,83
AR0070SR,91
AR0070SR,54
AR0070SR,60
AR0070SR,69
AR0070SR,71
AR0070SR,74
AR0070SR,51
AR0070SR,54
AR0070SR,54
AR0070SR,58
AR0070SR,60
AR0070SR,48
AR0070SR,50
AR0070SR,50
AR0070SR,53
AR0070SR,50
AR0070SR,50
AR0070SR,46
AR0070SR,48
AR0070SR,40
AR0070SR,48
AR0070SR,35
AR0070SR,31
AR0070SR,34
AR0070SR,34
AR0070SR,31
AR0070SR,47
AR0070SR,40
AR0070SR,32
AR0070SR,46
AR0070SR,38
AR0070SR,46
AR0070SR,43
AR0070SR,43
AR0070SR,42
AR0070SR,65
AR0070SR,53
AR0070SR,50
AR0070SR,51
AR0070SR,67
AR0070SR,57
AR0070SR,62
AR0070SR,56
AR0070SR,57
AR0070SR,65
AR0070SR,52
AR0070SR,55
AR0070SR,72
AR0070SR,67
AR0070SR,63
AR0070SR,61
AR0070SR,72
AR0070SR,54
AR0070SR,49
AR0070SR,40
AR0070SR,47
AR0070SR,48
AR0070SR,49
AR0070SR,31
AR0070SR,31
AR0070SR,33
AR0070SR,22
AR0070SR,50
AR0070SR,50
AR0070SR,50
AR0070SR,56
AR0070SR,52
AR0070SR,37
AR0070SR,36
AR0070SR,16
AR0070SR,16
AR0070SR,12
AR0070SR,27
AR0070SR,16
AR0070SR,14
AR0070SR,27
AR0070SR,29
AR0070SR,27
AR0070SR,37
AR0070SR,29
AR0070SR,34
AR0070SR,25
AR0070SR,27
AR0070SR,21
AR0070SR,15
AR0070SR,24
AR0070SR,51
AR0070SR,81
AR0070SR,109
AR0070SR,87
AR0070SR,51
AR0070SR,118
AR0070SR,91
AR0070SR,67
AR0070SR,72
AR0070SR,66
AR0070SR,74
AR0070SR,59
AR0070SR,66
AR0070SR,27
AR0070SR,24
AR0070SR,17
AR0070SR,43
AR0070SR,57
AR0070SR,43
AR0070SR,46
AR0070SR,79
AR0070SR,116
AR0070SR,104
AR0070SR,53
AR0070SR,63
AR0070SR,22
AR0070SR,91
AR0070SR,24
AR0070SR,64
AR0070SR,68
AR0070SR,44
AR0070SR,37
AR0070SR,37
AR0070SR,43
AR0070SR,35
AR0070SR,38
AR0070SR,38
AR0070SR,44
AR0070SR,43
AR0070SR,55
AR0070SR,72
AR0070SR,38
AR0070SR,27
AR0070SR,25
AR0070SR,41
AR0070SR,34
AR0070SR,41
AR0070SR,49
AR0070SR,49
AR0070SR,50
AR0070SR,60
AR0070SR,36
AR0070SR,76
AR0070SR,85
AR0070SR,75
AR0070SR,74
AR0070SR,67
AR0070SR,71
AR0070SR,75
AR0070SR,84
AR0070SR,62
AR0070SR,70
AR0070SR,53
AR0070SR,70
AR0070SR,70
AR0070SR,24
AR0070SR,34
AR0070SR,32
AR0070SR,32
AR0070SR,33
AR0070SR,59
AR0070SR,54
AR0070SR,88
AR0070SR,82
AR0070SR,72
AR0070SR,67
AR0070SR,77
AR0070SR,78
AR0070SR,78
AR0070SR,91
AR0070SR,71
AR0070SR,78
AR0070SR,88
AR0070SR,88
AR0070SR,46
AR0070SR,49
AR0070SR,87
AR0070SR,81
AR0070SR,58
AR0070SR,61
AR0070SR,76
AR0070SR,80
AR0070SR,74
AR0070SR,38
AR0070SR,25
AR0070SR,96
AR0070SR,41
AR0070SR,70
AR0070SR,75
AR0070SR,42
AR0070SR,20
AR0070SR,40
AR0070SR,56
AR0070SR,49
AR0070SR,35
AR0070SR,31
AR0070SR,15
AR0070SR,15
AR0070SR,25
AR0070SR,19
AR0070SR,17
AR0070SR,19
AR0070SR,23
AR0070SR,19
AR0070SR,22
AR0070SR,18
AR0070SR,20
AR0070SR,20
AR0070SR,31
AR0070SR,26
AR0070SR,18
AR0070SR,14
AR0070SR,9
AR0070SR,16
AR0070SR,20
AR0070SR,16
AR0070SR,66
AR0070SR,38
AR0070SR,64
AR0070SR,54
AR0070SR,87
AR0070SR,77
AR0070SR,81
AR0070SR,82
AR0070SR,50
AR0070SR,79
AR0070SR,38
AR0070SR,38
AR0070SR,40
AR0070SR,122
AR0070SR,39
AR0070SR,45
AR0070SR,26
AR0070SR,31
AR0070SR,18
AR0070SR,27
AR0070SR,30
AR0070SR,101
AR0070SR,53
AR0070SR,39
AR0070SR,57
AR0070SR,56
AR0070SR,65
AR0070SR,48
AR0070SR,36
AR0070SR,40
AR0070SR,58
AR0070SR,67
AR0070SR,92
AR0070SR,73
AR0070SR,56
AR0070SR,48
AR0070SR,56
AR0070SR,57
AR0070SR,37
AR0070SR,21
AR0070SR,15
AR0070SR,48
AR0070SR,71
AR0070SR,70
AR0070SR,74
AR0070SR,72
AR0070SR,43
AR0070SR,33
AR0070SR,63
AR0070SR,37
AR0070SR,54
AR0070SR,41
AR0070SR,41
AR0070SR,44
AR0070SR,36
AR0070SR,41
AR0070SR,41
AR0070SR,45
AR0070SR,41
AR0070SR,37
AR0070SR,37
AR0070SR,47
AR0070SR,30
AR0070SR,28
AR0070SR,4
AR0070SR,19
AR0070SR,20
AR0070SR,11
AR0070SR,11
AR0070SR,23
AR0070SR,18
AR0070SR,18
AR0070SR,22
AR0070SR,35
AR0070SR,32
AR0070SR,14
AR0070SR,17
AR0070SR,23
AR0070SR,26
AR0070SR,32
AR0070SR,20
AR0070SR,34
AR0070SR,36
AR0070SR,42
AR0070SR,27
AR0070SR,31
AR0070SR,22
AR0070SR,22
AR0070SR,24
AR0070SR,22
AR0070SR,19
AR0070SR,15
AR0070SR,15
AR0070SR,15
AR0070SR,20
AR0070SR,18
AR0070SR,22
AR0070SR,27
AR0070SR,14
AR0070SR,8
AR0070SR,15
AR0070SR,10
AR0070SR,69
AR0070SR,16
AR0070SR,31
AR0070SR,83
AR0070SR,89
AR0070SR,49
AR0070SR,41
AR0070SR,41
AR0070SR,39
AR0070SR,41
AR0070SR,73
AR0070SR,54
AR0070SR,93
AR0070SR,49
AR0070SR,41
AR0070SR,76
AR0070SR,65
AR0070SR,48
AR0070SR,55
AR0070SR,59
AR0070SR,12
AR0070SR,12
AR0070SR,12
AR0070SR,24
AR0070SR,22
AR0070SR,28
AR0070SR,25
AR0070SR,25
AR0070SR,22
AR0070SR,25
AR0070SR,11
AR0070SR,12
AR0070SR,18
AR0070SR,21
AR0070SR,50
AR0070SR,32
AR0070SR,28
AR0070SR,28
AR0070SR,22
AR0070SR,60
AR0070SR,64
AR0070SR,25
AR0070SR,48
AR0070SR,50
AR0070SR,72
AR0070SR,71
AR0070SR,53
AR0070SR,43
AR0070SR,35
AR0070SR,43
AR0070SR,24
AR0070SR,24
AR0070SR,44
AR0070SR,24
AR0070SR,31
AR0070SR,34
AR0070SR,36
AR0070SR,20
AR0070SR,30
AR0070SR,20
AR0070SR,50
AR0070SR,29
AR0070SR,26
AR0070SR,26
AR0070SR,57
AR0070SR,46
AR0070SR,46
AR0070SR,39
AR0070SR,48
AR0070SR,48
AR0070SR,26
AR0070SR,15
AR0070SR,15
AR0070SR,36
AR0070SR,29
AR0070SR,51
AR0070SR,83
AR0070SR,49
AR0070SR,52
AR0070SR,46
AR0070SR,61
AR0070SR,49
AR0070SR,49
AR0070SR,53
AR0070SR,74
AR0070SR,41
AR0070SR,29
AR0070SR,23
AR0070SR,29
AR0070SR,35
AR0070SR,23
AR0070SR,21
AR0070SR,21
AR0070SR,28
AR0070SR,29
AR0070SR,20
AR0070SR,21
AR0070SR,19
AR0070SR,21
AR0070SR,9
AR0070SR,22
AR0070SR,35
AR0070SR,74
AR0070SR,51
AR0070SR,26
AR0070SR,39
AR0070SR,24
AR0070SR,27
AR0070SR,31
AR0070SR,19
AR0070SR,33
AR0070SR,61
AR0070SR,59
AR0070SR,59
AR0070SR,49
AR0070SR,83
AR0070SR,78
AR0070SR,51
AR0070SR,28
AR0070SR,42
AR0070SR,94
AR0070SR,74
AR0070SR,104
AR0070SR,115
AR0070SR,43
AR0070SR,39
AR0070SR,31
AR0070SR,19
AR0070SR,32
AR0070SR,53
AR0070SR,52
AR0070SR,28
AR0070SR,25
AR0070SR,26
AR0070SR,33
AR0070SR,37
AR0070SR,23
AR0070SR,38
AR0070SR,36
AR0070SR,47
AR0070SR,31
AR0070SR,27
AR0070SR,38
AR0070SR,48
AR0070SR,32
AR0070SR,23
AR0070SR,23
AR0070SR,23
AR0070SR,35
AR0070SR,19
AR0070SR,33
AR0071SR,11
AR0071SR,64
AR0071SR,57
AR0071SR,68
AR0071SR,50
AR0071SR,34
AR0071SR,19
AR0071SR,36
AR0071SR,66
AR0071SR,66
AR0071SR,59
AR0071SR,56
AR0071SR,32
AR0071SR,40
AR0071SR,44
AR0071SR,42
AR0071SR,27
AR0071SR,57
AR0071SR,61
AR0071SR,70
AR0071SR,77
AR0071SR,58
AR0071SR,100
AR0071SR,23
AR0071SR,44
AR0071SR,55
AR0071SR,49
AR0071SR,45
AR0071SR,55
AR0071SR,25
AR0071SR,26
AR0071SR,19
AR0071SR,23
AR0071SR,34
AR0071SR,22
AR0071SR,24
AR0071SR,20
AR0071SR,22
AR0071SR,19
AR0071SR,22
AR0071SR,54
AR0071SR,62
AR0071SR,42
AR0071SR,82
AR0071SR,82
AR0071SR,54
AR0071SR,54
AR0071SR,37
AR0071SR,74
AR0071SR,72
AR0071SR,37
AR0071SR,22
AR0071SR,80
AR0071SR,77
AR0071SR,93
AR0071SR,78
AR0071SR,92
AR0071SR,83
AR0071SR,76
AR0071SR,81
AR0071SR,68
AR0071SR,42
AR0071SR,30
AR0071SR,54
AR0071SR,81
AR0071SR,46
AR0071SR,54
AR0071SR,65
AR0071SR,54
AR0071SR,64
AR0071SR,50
AR0071SR,54
AR0071SR,24
AR0071SR,20
AR0071SR,20
AR0071SR,15
AR0071SR,24
AR0071SR,65
AR0071SR,33
AR0071SR,65
AR0071SR,59
AR0071SR,77
AR0071SR,76
AR0071SR,66
AR0071SR,63
AR0071SR,64
AR0071SR,23
AR0071SR,52
AR0071SR,69
AR0071SR,60
AR0071SR,28
AR0071SR,12
AR0071SR,84
AR0071SR,81
AR0071SR,29
AR0071SR,7
AR0071SR,23
AR0071SR,21
AR0071SR,27
AR0071SR,37
AR0071SR,37
AR0071SR,6
AR0071SR,10
AR0071SR,10
AR0071SR,15
AR0071SR,46
AR0071SR,20
AR0071SR,74
AR0071SR,73
AR0071SR,62
AR0071SR,61
AR0071SR,11
AR0071SR,45
AR0071SR,74
AR0071SR,34
AR0071SR,64
AR0071SR,60
AR0071SR,22
AR0071SR,68
AR0071SR,16
AR0071SR,58
AR0071SR,50
AR0071SR,54
AR0071SR,65
AR0071SR,18
AR0071SR,28
AR0071SR,28
AR0071SR,88
AR0071SR,90
AR0071SR,60
AR0071SR,58
AR0071SR,86
AR0071SR,10
AR0071SR,69
AR0071SR,71
AR0071SR,74
AR0071SR,77
AR0071SR,62
AR0071SR,30
AR0071SR,36
AR0071SR,32
AR0071SR,39
AR0071SR,53
AR0071SR,43
AR0071SR,45
AR0071SR,39
AR0071SR,48
AR0071SR,43
AR0071SR,47
AR0071SR,53
AR0071SR,75
AR0071SR,43
AR0071SR,43
AR0071SR,51
AR0071SR,27
AR0071SR,39
AR0071SR,39
AR0071SR,19
AR0071SR,48
AR0071SR,119
AR0071SR,105
AR0071SR,111
AR0071SR,104
AR0071SR,101
AR0071SR,117
AR0071SR,107
AR0071SR,108
AR0071SR,125
AR0071SR,56
AR0071SR,113
AR0071SR,94
AR0071SR,74
AR0071SR,46
AR0071SR,140
AR0071SR,122
AR0071SR,106
AR0071SR,126
AR0071SR,41
AR0071SR,37
AR0071SR,22
AR0071SR,35
AR0071SR,122
AR0071SR,8
AR0071SR,12
AR0071SR,107
AR0071SR,134
AR0071SR,114
AR0071SR,124
AR0071SR,132
AR0071SR,121
AR0071SR,110
AR0071SR,106
AR0071SR,117
AR0071SR,102
AR0071SR,106
AR0071SR,72
AR0071SR,123
AR0071SR,103
AR0071SR,62
AR0071SR,109
AR0071SR,116
AR0071SR,126
AR0071SR,112
AR0071SR,110
AR0071SR,123
AR0071SR,106
AR0071SR,122
AR0071SR,112
AR0071SR,115
AR0071SR,105
AR0071SR,30
AR0071SR,20
AR0071SR,18
AR0071SR,15
AR0071SR,24
AR0071SR,28
AR0071SR,34
AR0071SR,14
AR0071SR,7
AR0071SR,26
AR0071SR,14
AR0071SR,14
AR0071SR,14
AR0071SR,4
AR0071SR,26
AR0071SR,42
AR0071SR,44
AR0071SR,130
AR0071SR,96
AR0071SR,115
AR0071SR,50
AR0071SR,80
AR0071SR,115
AR0071SR,100
AR0071SR,132
AR0071SR,26
AR0071SR,33
AR0071SR,37
AR0071SR,31
AR0071SR,46
AR0071SR,27
AR0071SR,37
AR0071SR,31
AR0071SR,35
AR0071SR,33
AR0071SR,38
AR0071SR,38
AR0071SR,39
AR0071SR,74
AR0071SR,100
AR0071SR,107
AR0071SR,110
AR0071SR,111
AR0071SR,115
AR0071SR,101
AR0071SR,103
AR0071SR,99
AR0071SR,121
AR0071SR,113
AR0071SR,97
AR0071SR,110
AR0071SR,118
AR0071SR,97
AR0071SR,119
AR0071SR,50
AR0071SR,56
AR0071SR,52
AR0071SR,20
AR0071SR,118
AR0071SR,42
AR0071SR,27
AR0071SR,8
AR0071SR,27
AR0071SR,33
AR0071SR,40
AR0071SR,69
AR0071SR,49
AR0071SR,67
AR0071SR,60
AR0071SR,90
AR0071SR,104
AR0071SR,122
AR0071SR,85
AR0071SR,46
AR0071SR,47
AR0071SR,81
AR0071SR,46
AR0071SR,68
AR0071SR,76
AR0071SR,36
AR0071SR,53
AR0071SR,34
AR0071SR,46
AR0071SR,45
AR0071SR,41
AR0071SR,77
AR0071SR,38
AR0071SR,43
AR0071SR,70
AR0071SR,72
AR0071SR,44
AR0071SR,55
AR0071SR,33
AR0071SR,51
AR0071SR,36
AR0071SR,46
AR0071SR,39
AR0071SR,49
AR0071SR,49
AR0071SR,53
AR0071SR,41
AR0071SR,37
AR0071SR,33
AR0071SR,47
AR0071SR,38
AR0071SR,38
AR0071SR,115
AR0071SR,14
AR0071SR,119
AR0071SR,16
AR0071SR,15
AR0071SR,13
AR0071SR,17
AR0071SR,4
AR0071SR,38
AR0071SR,106
AR0071SR,45
AR0071SR,46
AR0071SR,89
AR0071SR,13
AR0071SR,12
AR0071SR,15
AR0071SR,29
AR0071SR,21
AR0071SR,17
AR0071SR,23
AR0071SR,22
AR0071SR,23
AR0071SR,124
AR0071SR,120
AR0071SR,113
AR0071SR,11
AR0071SR,16
AR0071SR,12
AR0071SR,14
AR0071SR,20
AR0071SR,17
AR0071SR,19
AR0071SR,23
AR0071SR,15
AR0071SR,15
AR0071SR,17
AR0071SR,16
AR0071SR,26
AR0071SR,4
AR0071SR,23
AR0071SR,17
AR0071SR,30
AR0071SR,29
AR0071SR,16
AR0071SR,14
AR0071SR,15
AR0071SR,15
AR0071SR,12
AR0071SR,29
AR0071SR,11
AR0071SR,11
AR0071SR,15
AR0071SR,10
AR0071SR,9
AR0071SR,116
AR0071SR,17
AR0071SR,23
AR0071SR,18
AR0071SR,7
AR0071SR,17
AR0071SR,17
AR0071SR,15
AR0071SR,29
AR0071SR,65
AR0071SR,67
AR0071SR,71
AR0071SR,22
AR0071SR,36
AR0071SR,52
AR0071SR,37
AR0071SR,38
AR0071SR,38
AR0071SR,46
AR0071SR,45
AR0071SR,93
AR0071SR,86
AR0071SR,88
AR0071SR,94
AR0071SR,68
AR0071SR,78
AR0071SR,104
AR0071SR,92
AR0071SR,82
AR0071SR,137
AR0071SR,130
AR0071SR,33
AR0071SR,40
AR0071SR,30
AR0071SR,23
AR0071SR,31
AR0071SR,107
AR0071SR,50
AR0071SR,104
AR0071SR,90
AR0071SR,84
AR0071SR,72
AR0071SR,79
AR0071SR,77
AR0071SR,106
AR0071SR,84
AR0071SR,76
AR0071SR,81
AR0071SR,105
AR0071SR,89
AR0071SR,91
AR0071SR,76
AR0071SR,98
AR0071SR,101
AR0071SR,108
AR0071SR,117
AR0071SR,102
AR0071SR,137
AR0071SR,110
AR0071SR,93
AR0071SR,112
AR0071SR,49
AR0071SR,36
AR0071SR,29
AR0071SR,42
AR0071SR,52
AR0071SR,43
AR0071SR,86
AR0071SR,120
AR0071SR,97
AR0071SR,89
AR0071SR,128
AR0071SR,61
AR0071SR,47
AR0071SR,53
AR0071SR,40
AR0071SR,39
AR0071SR,51
AR0071SR,41
AR0071SR,55
AR0071SR,42
AR0071SR,44
AR0071SR,45
AR0071SR,51
AR0071SR,39
AR0071SR,58
AR0071SR,29
AR0071SR,52
AR0071SR,40
AR0071SR,49
AR0071SR,22
AR0071SR,24
AR0071SR,9
AR0071SR,39
AR0071SR,27
AR0071SR,34
AR0071SR,31
AR0071SR,38
AR0071SR,55
AR0071SR,39
AR0071SR,25
AR0071SR,33
AR0071SR,28
AR0071SR,28
AR0071SR,22
AR0071SR,27
AR0071SR,31
AR0071SR,43
AR0071SR,18
AR0071SR,14
AR0071SR,16
AR0071SR,24
AR0071SR,13
AR0071SR,39
AR0071SR,35
AR0071SR,33
AR0071SR,41
AR0071SR,58
AR0071SR,86
AR0071SR,102
AR0071SR,57
AR0071SR,98
AR0071SR,85
AR0071SR,84
AR0071SR,98
AR0071SR,79
AR0071SR,85
AR0071SR,112
AR0071SR,115
AR0071SR,97
AR0071SR,136
AR0071SR,60
AR0071SR,123
AR0071SR,123
AR0071SR,117
AR0071SR,52
AR0071SR,39
AR0071SR,45
AR0071SR,44
AR0071SR,14
AR0071SR,14
AR0071SR,8
AR0071SR,111
AR0071SR,125
AR0071SR,105
AR0071SR,111
AR0071SR,126
AR0071SR,78
AR0071SR,92
AR0071SR,82
AR0071SR,81
AR0071SR,56
AR0071SR,69
AR0071SR,36
AR0071SR,34
AR0071SR,39
AR0071SR,37
AR0071SR,40
AR0071SR,16
AR0071SR,16
AR0071SR,12
AR0071SR,4
AR0071SR,20
AR0071SR,23
AR0071SR,18
AR0071SR,20
AR0071SR,14
AR0071SR,22
AR0071SR,20
AR0071SR,9
AR0071SR,16
AR0071SR,20
AR0071SR,17
AR0071SR,16
AR0071SR,16
AR0071SR,21
AR0071SR,9
AR0071SR,21
AR0071SR,117
AR0071SR,115
AR0071SR,109
AR0071SR,141
AR0071SR,97
AR0071SR,110
AR0071SR,90
AR0071SR,94
AR0071SR,112
AR0071SR,106
AR0071SR,93
AR0071SR,87
AR0071SR,87
AR0071SR,81
AR0071SR,84
AR0071SR,96
AR0071SR,83
AR0071SR,96
AR0071SR,81
AR0071SR,87
AR0071SR,41
AR0071SR,110
AR0071SR,108
AR0071SR,106
AR0071SR,113
AR0071SR,104
AR0071SR,79
AR0071SR,38
AR0071SR,38
AR0071SR,87
AR0071SR,66
AR0071SR,72
AR0071SR,68
AR0071SR,37
AR0071SR,88
AR0071SR,74
AR0071SR,29
AR0071SR,39
AR0071SR,30
AR0071SR,33
AR0071SR,36
AR0071SR,19
AR0071SR,22
AR0071SR,18
AR0071SR,32
AR0071SR,16
AR0071SR,17
AR0071SR,19
AR0071SR,33
AR0071SR,39
AR0071SR,33
AR0071SR,29
AR0071SR,32
AR0071SR,38
AR0071SR,28
AR0071SR,30
AR0071SR,33
AR0071SR,43
AR0071SR,23
AR0071SR,31
AR0071SR,27
AR0071SR,27
AR0071SR,31
AR0071SR,31
AR0071SR,38
AR0071SR,30
AR0071SR,32
AR0071SR,74
AR0071SR,94
AR0071SR,81
AR0071SR,28
AR0071SR,94
AR0071SR,48
AR0071SR,93
AR0071SR,77
AR0071SR,95
AR0071SR,65
AR0071SR,69
AR0071SR,47
AR0071SR,42
AR0071SR,30
AR0071SR,27
AR0071SR,32
